"map_Index","Domain_RN","Domain_AN","Domains_Color","Helix_Num","Helix_Color","SS_Table"
"1188","II","2","2","H36","1","ECOLI_LSU"
"1189","II","2","2","H36","1","ECOLI_LSU"
"1190","II","2","2","H36","1","ECOLI_LSU"
"1191","II","2","2","H36","1","ECOLI_LSU"
"1192","II","2","2","H36","1","ECOLI_LSU"
"1193","II","2","2","H36","1","ECOLI_LSU"
"1194","II","2","2","H36","1","ECOLI_LSU"
"1195","II","2","2","H36","1","ECOLI_LSU"
"1196","II","2","2","H46","4","ECOLI_LSU"
"1197","II","2","2","H46","4","ECOLI_LSU"
"1198","II","2","2","H46","4","ECOLI_LSU"
"1199","II","2","2","H46","4","ECOLI_LSU"
"1200","II","2","2","H46","4","ECOLI_LSU"
"1201","II","2","2","H46","4","ECOLI_LSU"
"1202","II","2","2","H46","4","ECOLI_LSU"
"1203","II","2","2","H46","4","ECOLI_LSU"
"1204","II","2","2","H46","4","ECOLI_LSU"
"1205","II","2","2","H46","4","ECOLI_LSU"
"1206","II","2","2","H46","4","ECOLI_LSU"
"1207","II","2","2","H46","4","ECOLI_LSU"
"1208","II","2","2","H46","4","ECOLI_LSU"
"1209","II","2","2","H46","4","ECOLI_LSU"
"1210","II","2","2","H46","4","ECOLI_LSU"
"1211","II","2","2","H46","4","ECOLI_LSU"
"1212","II","2","2","H46","4","ECOLI_LSU"
"1213","II","2","2","H46","4","ECOLI_LSU"
"1214","II","2","2","H46","4","ECOLI_LSU"
"1215","II","2","2","H46","4","ECOLI_LSU"
"1216","II","2","2","H46","4","ECOLI_LSU"
"1217","II","2","2","H46","4","ECOLI_LSU"
"1218","II","2","2","H46","4","ECOLI_LSU"
"1219","II","2","2","H46","4","ECOLI_LSU"
"1220","II","2","2","H46","4","ECOLI_LSU"
"1221","II","2","2","H46","4","ECOLI_LSU"
"1222","II","2","2","H46","4","ECOLI_LSU"
"1223","II","2","2","H46","4","ECOLI_LSU"
"1224","II","2","2","H46","4","ECOLI_LSU"
"1225","II","2","2","H46","4","ECOLI_LSU"
"1226","II","2","2","H46","4","ECOLI_LSU"
"1227","II","2","2","H46","4","ECOLI_LSU"
"1228","II","2","2","H46","4","ECOLI_LSU"
"1229","II","2","2","H46","4","ECOLI_LSU"
"1230","II","2","2","H46","4","ECOLI_LSU"
"1231","II","2","2","H46","4","ECOLI_LSU"
"1232","II","2","2","H46","4","ECOLI_LSU"
"1233","II","2","2","H46","4","ECOLI_LSU"
"1234","II","2","2","H46","4","ECOLI_LSU"
"1235","II","2","2","H46","4","ECOLI_LSU"
"1236","II","2","2","H46","4","ECOLI_LSU"
"1237","II","2","2","H46","4","ECOLI_LSU"
"1238","II","2","2","H46","4","ECOLI_LSU"
"1239","II","2","2","H46","4","ECOLI_LSU"
"1240","II","2","2","H46","4","ECOLI_LSU"
"1241","II","2","2","H46","4","ECOLI_LSU"
"1242","II","2","2","H46","4","ECOLI_LSU"
"1243","II","2","2","H46","4","ECOLI_LSU"
"1244","II","2","2","H46","4","ECOLI_LSU"
"1245","II","2","2","H46","4","ECOLI_LSU"
"1246","II","2","2","H46","4","ECOLI_LSU"
"1247","II","2","2","H46","4","ECOLI_LSU"
"1248","II","2","2","H46","4","ECOLI_LSU"
"1249","II","2","2","H46","4","ECOLI_LSU"
"1250","II","2","2","H46","4","ECOLI_LSU"
"1251","0","0","0","H26","3","ECOLI_LSU"
"1252","0","0","0","H26","3","ECOLI_LSU"
"1253","0","0","0","H26","3","ECOLI_LSU"
"1254","0","0","0","H26","3","ECOLI_LSU"
"1255","0","0","0","H26","3","ECOLI_LSU"
"1256","0","0","0","H26","3","ECOLI_LSU"
"1257","0","0","0","H26","3","ECOLI_LSU"
"1258","0","0","0","H26","3","ECOLI_LSU"
"1259","0","0","0","H26","3","ECOLI_LSU"
"1260","0","0","0","H26","3","ECOLI_LSU"
"1261","0","0","0","H26","3","ECOLI_LSU"
"1262","0","0","0","H26a","4","ECOLI_LSU"
"1263","0","0","0","H26a","4","ECOLI_LSU"
"1264","0","0","0","H26a","4","ECOLI_LSU"
"1265","0","0","0","H26a","4","ECOLI_LSU"
"1266","0","0","0","H26a","4","ECOLI_LSU"
"1267","0","0","0","H26a","4","ECOLI_LSU"
"1268","0","0","0","H26a","4","ECOLI_LSU"
"1269","0","0","0","H26a","4","ECOLI_LSU"
"1270","0","0","0","H26a","4","ECOLI_LSU"
"1271","III","3","3","H47","1","ECOLI_LSU"
"1272","III","3","3","H47","1","ECOLI_LSU"
"1273","III","3","3","H47","1","ECOLI_LSU"
"1274","III","3","3","H47","1","ECOLI_LSU"
"1275","III","3","3","H47","1","ECOLI_LSU"
"1276","III","3","3","H47","1","ECOLI_LSU"
"1277","III","3","3","H47","1","ECOLI_LSU"
"1278","III","3","3","H47","1","ECOLI_LSU"
"1279","III","3","3","H47","1","ECOLI_LSU"
"1280","III","3","3","H47","1","ECOLI_LSU"
"1281","III","3","3","H47","1","ECOLI_LSU"
"1282","III","3","3","H47","1","ECOLI_LSU"
"1283","III","3","3","H47","1","ECOLI_LSU"
"1284","III","3","3","H47","1","ECOLI_LSU"
"1285","III","3","3","H47","1","ECOLI_LSU"
"1286","III","3","3","H47","1","ECOLI_LSU"
"1287","III","3","3","H47","1","ECOLI_LSU"
"1288","III","3","3","H47","1","ECOLI_LSU"
"1289","III","3","3","H47","1","ECOLI_LSU"
"1290","III","3","3","H47","1","ECOLI_LSU"
"1291","III","3","3","H47","1","ECOLI_LSU"
"1292","III","3","3","H47","1","ECOLI_LSU"
"1293","III","3","3","H47","1","ECOLI_LSU"
"1294","III","3","3","H47","1","ECOLI_LSU"
"1295","III","3","3","H48","3","ECOLI_LSU"
"1296","III","3","3","H48","3","ECOLI_LSU"
"1297","III","3","3","H48","3","ECOLI_LSU"
"1298","III","3","3","H48","3","ECOLI_LSU"
"1299","III","3","3","H48","3","ECOLI_LSU"
"1300","III","3","3","H48","3","ECOLI_LSU"
"1301","III","3","3","H48","3","ECOLI_LSU"
"1302","III","3","3","H48","3","ECOLI_LSU"
"1303","III","3","3","H49","1","ECOLI_LSU"
"1304","III","3","3","H49","1","ECOLI_LSU"
"1305","III","3","3","H49","1","ECOLI_LSU"
"1306","III","3","3","H49","1","ECOLI_LSU"
"1307","III","3","3","H49b","3","ECOLI_LSU"
"1308","III","3","3","H49b","3","ECOLI_LSU"
"1309","III","3","3","H49b","3","ECOLI_LSU"
"1310","III","3","3","H49b","3","ECOLI_LSU"
"1311","III","3","3","H49b","3","ECOLI_LSU"
"1312","III","3","3","H49b","3","ECOLI_LSU"
"1313","III","3","3","H49b","3","ECOLI_LSU"
"1314","III","3","3","H50","4","ECOLI_LSU"
"1315","III","3","3","H50","4","ECOLI_LSU"
"1316","III","3","3","H50","4","ECOLI_LSU"
"1317","III","3","3","H50","4","ECOLI_LSU"
"1318","III","3","3","H50","4","ECOLI_LSU"
"1319","III","3","3","H50","4","ECOLI_LSU"
"1320","III","3","3","H50","4","ECOLI_LSU"
"1321","III","3","3","H50","4","ECOLI_LSU"
"1322","III","3","3","H50","4","ECOLI_LSU"
"1323","III","3","3","H50","4","ECOLI_LSU"
"1324","III","3","3","H50","4","ECOLI_LSU"
"1325","III","3","3","H50","4","ECOLI_LSU"
"1326","III","3","3","H50","4","ECOLI_LSU"
"1327","III","3","3","H50","4","ECOLI_LSU"
"1328","III","3","3","H50","4","ECOLI_LSU"
"1329","III","3","3","H50","4","ECOLI_LSU"
"1330","III","3","3","H50","4","ECOLI_LSU"
"1331","III","3","3","H50","4","ECOLI_LSU"
"1332","III","3","3","H50","4","ECOLI_LSU"
"1333","III","3","3","H50","4","ECOLI_LSU"
"1334","III","3","3","H50","4","ECOLI_LSU"
"1335","III","3","3","H50","4","ECOLI_LSU"
"1336","III","3","3","H50","4","ECOLI_LSU"
"1337","III","3","3","H50","4","ECOLI_LSU"
"1338","III","3","3","H50","4","ECOLI_LSU"
"1339","III","3","3","H51","1","ECOLI_LSU"
"1340","III","3","3","H51","1","ECOLI_LSU"
"1341","III","3","3","H51","1","ECOLI_LSU"
"1342","III","3","3","H51","1","ECOLI_LSU"
"1343","III","3","3","H51","1","ECOLI_LSU"
"1344","III","3","3","H51","1","ECOLI_LSU"
"1345","III","3","3","H51","1","ECOLI_LSU"
"1346","III","3","3","H51","1","ECOLI_LSU"
"1347","III","3","3","H51","1","ECOLI_LSU"
"1348","III","3","3","H52","2","ECOLI_LSU"
"1349","III","3","3","H52","2","ECOLI_LSU"
"1350","III","3","3","H52","2","ECOLI_LSU"
"1351","III","3","3","H52","2","ECOLI_LSU"
"1352","III","3","3","H52","2","ECOLI_LSU"
"1353","III","3","3","H52","2","ECOLI_LSU"
"1354","III","3","3","H52","2","ECOLI_LSU"
"1355","III","3","3","H52","2","ECOLI_LSU"
"1356","III","3","3","H52","2","ECOLI_LSU"
"1357","III","3","3","H52","2","ECOLI_LSU"
"1358","III","3","3","H52","2","ECOLI_LSU"
"1359","III","3","3","H52","2","ECOLI_LSU"
"1360","III","3","3","H52","2","ECOLI_LSU"
"1361","III","3","3","H52","2","ECOLI_LSU"
"1362","III","3","3","H52","2","ECOLI_LSU"
"1363","III","3","3","H52","2","ECOLI_LSU"
"1364","III","3","3","H52","2","ECOLI_LSU"
"1365","III","3","3","H52","2","ECOLI_LSU"
"1366","III","3","3","H52","2","ECOLI_LSU"
"1367","III","3","3","H52","2","ECOLI_LSU"
"1368","III","3","3","H52","2","ECOLI_LSU"
"1369","III","3","3","H52","2","ECOLI_LSU"
"1370","III","3","3","H52","2","ECOLI_LSU"
"1371","III","3","3","H52","2","ECOLI_LSU"
"1372","III","3","3","H52","2","ECOLI_LSU"
"1373","III","3","3","H52","2","ECOLI_LSU"
"1374","III","3","3","H52","2","ECOLI_LSU"
"1375","III","3","3","H52","2","ECOLI_LSU"
"1376","III","3","3","H52","2","ECOLI_LSU"
"1377","III","3","3","H52","2","ECOLI_LSU"
"1378","III","3","3","H52","2","ECOLI_LSU"
"1379","III","3","3","H52","2","ECOLI_LSU"
"1380","III","3","3","H52","2","ECOLI_LSU"
"1381","III","3","3","H52","2","ECOLI_LSU"
"1382","III","3","3","H52","2","ECOLI_LSU"
"1383","III","3","3","H53","3","ECOLI_LSU"
"1384","III","3","3","H53","3","ECOLI_LSU"
"1385","III","3","3","H53","3","ECOLI_LSU"
"1386","III","3","3","H53","3","ECOLI_LSU"
"1387","III","3","3","H53","3","ECOLI_LSU"
"1388","III","3","3","H53","3","ECOLI_LSU"
"1389","III","3","3","H53","3","ECOLI_LSU"
"1390","III","3","3","H53","3","ECOLI_LSU"
"1391","III","3","3","H53","3","ECOLI_LSU"
"1392","III","3","3","H53","3","ECOLI_LSU"
"1393","III","3","3","H53","3","ECOLI_LSU"
"1394","III","3","3","H53","3","ECOLI_LSU"
"1395","III","3","3","H53","3","ECOLI_LSU"
"1396","III","3","3","H53","3","ECOLI_LSU"
"1397","III","3","3","H53","3","ECOLI_LSU"
"1398","III","3","3","H53","3","ECOLI_LSU"
"1399","III","3","3","H53","3","ECOLI_LSU"
"1400","III","3","3","H53","3","ECOLI_LSU"
"1401","III","3","3","H53","3","ECOLI_LSU"
"1402","III","3","3","H53","3","ECOLI_LSU"
"1403","III","3","3","H53","3","ECOLI_LSU"
"1404","III","3","3","H53","3","ECOLI_LSU"
"1405","III","3","3","H54","4","ECOLI_LSU"
"1406","III","3","3","H54","4","ECOLI_LSU"
"1407","III","3","3","H54","4","ECOLI_LSU"
"1408","III","3","3","H54","4","ECOLI_LSU"
"1409","III","3","3","H54","4","ECOLI_LSU"
"1410","III","3","3","H54","4","ECOLI_LSU"
"1411","III","3","3","H54","4","ECOLI_LSU"
"1412","III","3","3","H54","4","ECOLI_LSU"
"1413","III","3","3","H54","4","ECOLI_LSU"
"1414","III","3","3","H54","4","ECOLI_LSU"
"1415","III","3","3","H54","4","ECOLI_LSU"
"1416","III","3","3","H54","4","ECOLI_LSU"
"1417","III","3","3","H54","4","ECOLI_LSU"
"1418","III","3","3","H55","1","ECOLI_LSU"
"1419","III","3","3","H55","1","ECOLI_LSU"
"1420","III","3","3","H55","1","ECOLI_LSU"
"1421","III","3","3","H55","1","ECOLI_LSU"
"1422","III","3","3","H55","1","ECOLI_LSU"
"1423","III","3","3","H55","1","ECOLI_LSU"
"1424","III","3","3","H55","1","ECOLI_LSU"
"1425","III","3","3","H55","1","ECOLI_LSU"
"1426","III","3","3","H55","1","ECOLI_LSU"
"1427","III","3","3","H55","1","ECOLI_LSU"
"1428","III","3","3","H55","1","ECOLI_LSU"
"1429","III","3","3","H56","3","ECOLI_LSU"
"1430","III","3","3","H56","3","ECOLI_LSU"
"1431","III","3","3","H56","3","ECOLI_LSU"
"1432","III","3","3","H56","3","ECOLI_LSU"
"1433","III","3","3","H56","3","ECOLI_LSU"
"1434","III","3","3","H56","3","ECOLI_LSU"
"1435","III","3","3","H56","3","ECOLI_LSU"
"1436","III","3","3","H56","3","ECOLI_LSU"
"1437","III","3","3","H56","3","ECOLI_LSU"
"1438","III","3","3","H56","3","ECOLI_LSU"
"1439","III","3","3","H56","3","ECOLI_LSU"
"1440","III","3","3","H56","3","ECOLI_LSU"
"1441","III","3","3","H56","3","ECOLI_LSU"
"1442","III","3","3","H56","3","ECOLI_LSU"
"1443","III","3","3","H56","3","ECOLI_LSU"
"1444","III","3","3","H56","3","ECOLI_LSU"
"1445","III","3","3","H57","4","ECOLI_LSU"
"1446","III","3","3","H57","4","ECOLI_LSU"
"1447","III","3","3","H57","4","ECOLI_LSU"
"1448","III","3","3","H57","4","ECOLI_LSU"
"1449","III","3","3","H57","4","ECOLI_LSU"
"1450","III","3","3","H57","4","ECOLI_LSU"
"1451","III","3","3","H57","4","ECOLI_LSU"
"1452","III","3","3","H57","4","ECOLI_LSU"
"1453","III","3","3","H57","4","ECOLI_LSU"
"1454","III","3","3","H57","4","ECOLI_LSU"
"1455","III","3","3","H57","4","ECOLI_LSU"
"1456","III","3","3","H57","4","ECOLI_LSU"
"1457","III","3","3","H57","4","ECOLI_LSU"
"1458","III","3","3","H57","4","ECOLI_LSU"
"1459","III","3","3","H57","4","ECOLI_LSU"
"1460","III","3","3","H57","4","ECOLI_LSU"
"1461","III","3","3","H57","4","ECOLI_LSU"
"1462","III","3","3","H57","4","ECOLI_LSU"
"1463","III","3","3","H57","4","ECOLI_LSU"
"1464","III","3","3","H57","4","ECOLI_LSU"
"1465","III","3","3","H57","4","ECOLI_LSU"
"1466","III","3","3","H57","4","ECOLI_LSU"
"1467","III","3","3","H58","1","ECOLI_LSU"
"1468","III","3","3","H58","1","ECOLI_LSU"
"1469","III","3","3","H58","1","ECOLI_LSU"
"1470","III","3","3","H58","1","ECOLI_LSU"
"1471","III","3","3","H58","1","ECOLI_LSU"
"1472","III","3","3","H58","1","ECOLI_LSU"
"1473","III","3","3","H58","1","ECOLI_LSU"
"1474","III","3","3","H58","1","ECOLI_LSU"
"1475","III","3","3","H58","1","ECOLI_LSU"
"1476","III","3","3","H58","1","ECOLI_LSU"
"1477","III","3","3","H58","1","ECOLI_LSU"
"1478","III","3","3","H58","1","ECOLI_LSU"
"1479","III","3","3","H58","1","ECOLI_LSU"
"1480","III","3","3","H58","1","ECOLI_LSU"
"1481","III","3","3","H58","1","ECOLI_LSU"
"1482","III","3","3","H58","1","ECOLI_LSU"
"1483","III","3","3","H58","1","ECOLI_LSU"
"1484","III","3","3","H58","1","ECOLI_LSU"
"1485","III","3","3","H58","1","ECOLI_LSU"
"1486","III","3","3","H58","1","ECOLI_LSU"
"1487","III","3","3","H58","1","ECOLI_LSU"
"1488","III","3","3","H58","1","ECOLI_LSU"
"1489","III","3","3","H58","1","ECOLI_LSU"
"1490","III","3","3","H58","1","ECOLI_LSU"
"1491","III","3","3","H58","1","ECOLI_LSU"
"1492","III","3","3","H58","1","ECOLI_LSU"
"1493","III","3","3","H58","1","ECOLI_LSU"
"1494","III","3","3","H58","1","ECOLI_LSU"
"1495","III","3","3","H58","1","ECOLI_LSU"
"1496","III","3","3","H58","1","ECOLI_LSU"
"1497","III","3","3","H58","1","ECOLI_LSU"
"1498","III","3","3","H58","1","ECOLI_LSU"
"1499","III","3","3","H58","1","ECOLI_LSU"
"1500","III","3","3","H58","1","ECOLI_LSU"
"1501","III","3","3","H58","1","ECOLI_LSU"
"1502","III","3","3","H58","1","ECOLI_LSU"
"1503","III","3","3","H58","1","ECOLI_LSU"
"1504","III","3","3","H58","1","ECOLI_LSU"
"1505","III","3","3","H58","1","ECOLI_LSU"
"1506","III","3","3","H58","1","ECOLI_LSU"
"1507","III","3","3","H58","1","ECOLI_LSU"
"1508","III","3","3","H58","1","ECOLI_LSU"
"1509","III","3","3","H58","1","ECOLI_LSU"
"1510","III","3","3","H58","1","ECOLI_LSU"
"1511","III","3","3","H58","1","ECOLI_LSU"
"1512","III","3","3","H58","1","ECOLI_LSU"
"1513","III","3","3","H58","1","ECOLI_LSU"
"1514","III","3","3","H58","1","ECOLI_LSU"
"1515","III","3","3","H58","1","ECOLI_LSU"
"1516","III","3","3","H58","1","ECOLI_LSU"
"1517","III","3","3","H58","1","ECOLI_LSU"
"1518","III","3","3","H58","1","ECOLI_LSU"
"1519","III","3","3","H58","1","ECOLI_LSU"
"1520","III","3","3","H58","1","ECOLI_LSU"
"1521","III","3","3","H58","1","ECOLI_LSU"
"1522","III","3","3","H58","1","ECOLI_LSU"
"1523","III","3","3","H58","1","ECOLI_LSU"
"1524","III","3","3","H58","1","ECOLI_LSU"
"1525","III","3","3","H58","1","ECOLI_LSU"
"1526","III","3","3","H59","2","ECOLI_LSU"
"1527","III","3","3","H59","2","ECOLI_LSU"
"1528","III","3","3","H59","2","ECOLI_LSU"
"1529","III","3","3","H59","2","ECOLI_LSU"
"1530","III","3","3","H59","2","ECOLI_LSU"
"1531","III","3","3","H59","2","ECOLI_LSU"
"1532","III","3","3","H59","2","ECOLI_LSU"
"1533","III","3","3","H59","2","ECOLI_LSU"
"1534","III","3","3","H59","2","ECOLI_LSU"
"1535","III","3","3","H59","2","ECOLI_LSU"
"1536","III","3","3","H59","2","ECOLI_LSU"
"1537","III","3","3","H59","2","ECOLI_LSU"
"1538","III","3","3","H59","2","ECOLI_LSU"
"1539","III","3","3","H59","2","ECOLI_LSU"
"1540","III","3","3","H59","2","ECOLI_LSU"
"1541","III","3","3","H59","2","ECOLI_LSU"
"1542","III","3","3","H59","2","ECOLI_LSU"
"1543","III","3","3","H59","2","ECOLI_LSU"
"1544","III","3","3","H59","2","ECOLI_LSU"
"1545","III","3","3","H59","2","ECOLI_LSU"
"1546","III","3","3","H59","2","ECOLI_LSU"
"1547","III","3","3","H56","3","ECOLI_LSU"
"1548","III","3","3","H56","3","ECOLI_LSU"
"1549","III","3","3","H56","3","ECOLI_LSU"
"1550","III","3","3","H56","3","ECOLI_LSU"
"1551","III","3","3","H56","3","ECOLI_LSU"
"1552","III","3","3","H56","3","ECOLI_LSU"
"1553","III","3","3","H56","3","ECOLI_LSU"
"1554","III","3","3","H56","3","ECOLI_LSU"
"1555","III","3","3","H56","3","ECOLI_LSU"
"1556","III","3","3","H56","3","ECOLI_LSU"
"1557","III","3","3","H56","3","ECOLI_LSU"
"1558","III","3","3","H56","3","ECOLI_LSU"
"1559","III","3","3","H56","3","ECOLI_LSU"
"1560","III","3","3","H56","3","ECOLI_LSU"
"1561","III","3","3","H56","3","ECOLI_LSU"
"1562","III","3","3","H56","3","ECOLI_LSU"
"1563","III","3","3","H56","3","ECOLI_LSU"
"1564","III","3","3","H56","3","ECOLI_LSU"
"1565","III","3","3","H55a","2","ECOLI_LSU"
"1566","III","3","3","H55a","2","ECOLI_LSU"
"1567","III","3","3","H55a","2","ECOLI_LSU"
"1568","III","3","3","H55a","2","ECOLI_LSU"
"1569","III","3","3","H55","1","ECOLI_LSU"
"1570","III","3","3","H55","1","ECOLI_LSU"
"1571","III","3","3","H55","1","ECOLI_LSU"
"1572","III","3","3","H55","1","ECOLI_LSU"
"1573","III","3","3","H55","1","ECOLI_LSU"
"1574","III","3","3","H55","1","ECOLI_LSU"
"1575","III","3","3","H55","1","ECOLI_LSU"
"1576","III","3","3","H55","1","ECOLI_LSU"
"1577","III","3","3","H55","1","ECOLI_LSU"
"1578","III","3","3","H55","1","ECOLI_LSU"
"1579","III","3","3","H55","1","ECOLI_LSU"
"1580","III","3","3","H55","1","ECOLI_LSU"
"1581","III","3","3","H54","4","ECOLI_LSU"
"1582","III","3","3","H54","4","ECOLI_LSU"
"1583","III","3","3","H54","4","ECOLI_LSU"
"1584","III","3","3","H54","4","ECOLI_LSU"
"1585","III","3","3","H54","4","ECOLI_LSU"
"1586","III","3","3","H54","4","ECOLI_LSU"
"1587","III","3","3","H54","4","ECOLI_LSU"
"1588","III","3","3","H54","4","ECOLI_LSU"
"1589","III","3","3","H54","4","ECOLI_LSU"
"1590","III","3","3","H54","4","ECOLI_LSU"
"1591","III","3","3","H54","4","ECOLI_LSU"
"1592","III","3","3","H54","4","ECOLI_LSU"
"1593","III","3","3","H54","4","ECOLI_LSU"
"1594","III","3","3","H54","4","ECOLI_LSU"
"1595","III","3","3","H54","4","ECOLI_LSU"
"1596","III","3","3","H54","4","ECOLI_LSU"
"1597","III","3","3","H54","4","ECOLI_LSU"
"1598","III","3","3","H54","4","ECOLI_LSU"
"1599","III","3","3","H51","1","ECOLI_LSU"
"1600","III","3","3","H51","1","ECOLI_LSU"
"1601","III","3","3","H51","1","ECOLI_LSU"
"1602","III","3","3","H51","1","ECOLI_LSU"
"1603","III","3","3","H49b","3","ECOLI_LSU"
"1604","III","3","3","H49b","3","ECOLI_LSU"
"1605","III","3","3","H49b","3","ECOLI_LSU"
"1606","III","3","3","H49b","3","ECOLI_LSU"
"1607","III","3","3","H49b","3","ECOLI_LSU"
"1608","III","3","3","H49b","3","ECOLI_LSU"
"1609","III","3","3","H49a","2","ECOLI_LSU"
"1610","III","3","3","H49a","2","ECOLI_LSU"
"1611","III","3","3","H49a","2","ECOLI_LSU"
"1612","III","3","3","H49a","2","ECOLI_LSU"
"1613","III","3","3","H49a","2","ECOLI_LSU"
"1614","III","3","3","H49a","2","ECOLI_LSU"
"1615","III","3","3","H49a","2","ECOLI_LSU"
"1616","III","3","3","H49a","2","ECOLI_LSU"
"1617","III","3","3","H49a","2","ECOLI_LSU"
"1618","III","3","3","H49a","2","ECOLI_LSU"
"1619","III","3","3","H49a","2","ECOLI_LSU"
"1620","III","3","3","H49a","2","ECOLI_LSU"
"1621","III","3","3","H49a","2","ECOLI_LSU"
"1622","III","3","3","H49","1","ECOLI_LSU"
"1623","III","3","3","H49","1","ECOLI_LSU"
"1624","III","3","3","H49","1","ECOLI_LSU"
"1625","III","3","3","H49","1","ECOLI_LSU"
"1626","III","3","3","H60","4","ECOLI_LSU"
"1627","III","3","3","H60","4","ECOLI_LSU"
"1628","III","3","3","H60","4","ECOLI_LSU"
"1629","III","3","3","H60","4","ECOLI_LSU"
"1630","III","3","3","H60","4","ECOLI_LSU"
"1631","III","3","3","H60","4","ECOLI_LSU"
"1632","III","3","3","H60","4","ECOLI_LSU"
"1633","III","3","3","H60","4","ECOLI_LSU"
"1634","III","3","3","H60","4","ECOLI_LSU"
"1635","III","3","3","H60","4","ECOLI_LSU"
"1636","III","3","3","H60","4","ECOLI_LSU"
"1637","III","3","3","H60","4","ECOLI_LSU"
"1638","III","3","3","H60","4","ECOLI_LSU"
"1639","III","3","3","H60","4","ECOLI_LSU"
"1640","III","3","3","H48","3","ECOLI_LSU"
"1641","III","3","3","H48","3","ECOLI_LSU"
"1642","III","3","3","H48","3","ECOLI_LSU"
"1643","III","3","3","H48","3","ECOLI_LSU"
"1644","III","3","3","H48","3","ECOLI_LSU"
"1645","III","3","3","H48","3","ECOLI_LSU"
"1646","III","3","3","H48","3","ECOLI_LSU"
"1647","0","0","0","H61","2","ECOLI_LSU"
"1648","0","0","0","H61","2","ECOLI_LSU"
"1649","0","0","0","H61","2","ECOLI_LSU"
"1650","0","0","0","H61","2","ECOLI_LSU"
"1651","0","0","0","H61","2","ECOLI_LSU"
"1652","0","0","0","H61","2","ECOLI_LSU"
"1653","0","0","0","H61","2","ECOLI_LSU"
"1654","0","0","0","H61","2","ECOLI_LSU"
"1655","0","0","0","H61","2","ECOLI_LSU"
"1656","0","0","0","H61","2","ECOLI_LSU"
"1657","0","0","0","H61","2","ECOLI_LSU"
"1658","0","0","0","H61","2","ECOLI_LSU"
"1659","0","0","0","H61","2","ECOLI_LSU"
"1660","0","0","0","H61","2","ECOLI_LSU"
"1661","0","0","0","H61","2","ECOLI_LSU"
"1662","0","0","0","H61","2","ECOLI_LSU"
"1663","0","0","0","H61","2","ECOLI_LSU"
"1664","0","0","0","H61","2","ECOLI_LSU"
"1665","0","0","0","H61","2","ECOLI_LSU"
"1666","0","0","0","H61","2","ECOLI_LSU"
"1667","0","0","0","H61","2","ECOLI_LSU"
"1668","0","0","0","H61","2","ECOLI_LSU"
"1669","0","0","0","H61","2","ECOLI_LSU"
"1670","0","0","0","H61","2","ECOLI_LSU"
"1671","0","0","0","H61","2","ECOLI_LSU"
"1672","0","0","0","H61","2","ECOLI_LSU"
"1673","0","0","0","H61","2","ECOLI_LSU"
"1674","0","0","0","H61","2","ECOLI_LSU"
"1675","0","0","0","H61","2","ECOLI_LSU"
"1676","0","0","0","H61","2","ECOLI_LSU"
"1677","0","0","0","H61","2","ECOLI_LSU"
"1678","0","0","0","H61","2","ECOLI_LSU"
"1679","IV","4","4","H62","4","ECOLI_LSU"
"1680","IV","4","4","H62","4","ECOLI_LSU"
"1681","IV","4","4","H62","4","ECOLI_LSU"
"1682","IV","4","4","H62","4","ECOLI_LSU"
"1683","IV","4","4","H62","4","ECOLI_LSU"
"1684","IV","4","4","H62","4","ECOLI_LSU"
"1685","IV","4","4","H62","4","ECOLI_LSU"
"1686","IV","4","4","H62","4","ECOLI_LSU"
"1687","IV","4","4","H62","4","ECOLI_LSU"
"1688","IV","4","4","H62","4","ECOLI_LSU"
"1689","IV","4","4","H62","4","ECOLI_LSU"
"1690","IV","4","4","H62","4","ECOLI_LSU"
"1691","IV","4","4","H62","4","ECOLI_LSU"
"1692","IV","4","4","H62","4","ECOLI_LSU"
"1693","IV","4","4","H62","4","ECOLI_LSU"
"1694","IV","4","4","H62","4","ECOLI_LSU"
"1695","IV","4","4","H62","4","ECOLI_LSU"
"1696","IV","4","4","H62","4","ECOLI_LSU"
"1697","IV","4","4","H62","4","ECOLI_LSU"
"1698","IV","4","4","H62","4","ECOLI_LSU"
"1699","IV","4","4","H62","4","ECOLI_LSU"
"1700","IV","4","4","H62","4","ECOLI_LSU"
"1701","IV","4","4","H62","4","ECOLI_LSU"
"1702","IV","4","4","H62","4","ECOLI_LSU"
"1703","IV","4","4","H62","4","ECOLI_LSU"
"1704","IV","4","4","H62","4","ECOLI_LSU"
"1705","IV","4","4","H62","4","ECOLI_LSU"
"1706","IV","4","4","H62","4","ECOLI_LSU"
"1707","IV","4","4","H63","2","ECOLI_LSU"
"1708","IV","4","4","H63","2","ECOLI_LSU"
"1709","IV","4","4","H63","2","ECOLI_LSU"
"1710","IV","4","4","H63","2","ECOLI_LSU"
"1711","IV","4","4","H63","2","ECOLI_LSU"
"1712","IV","4","4","H63","2","ECOLI_LSU"
"1713","IV","4","4","H63","2","ECOLI_LSU"
"1714","IV","4","4","H63","2","ECOLI_LSU"
"1715","IV","4","4","H63","2","ECOLI_LSU"
"1716","IV","4","4","H63","2","ECOLI_LSU"
"1717","IV","4","4","H63","2","ECOLI_LSU"
"1718","IV","4","4","H63","2","ECOLI_LSU"
"1719","IV","4","4","H63","2","ECOLI_LSU"
"1720","IV","4","4","H63","2","ECOLI_LSU"
